idSurvey,id_responsavel,data,nota,textDescricao
43552876597650845592561940568470870918,71850089764492947691951461519675544943,2022-06-06,5,['Como você responsável avalia o nosso sistema de ensino?']
154308618579735677199286679899110346616,71850089764492947691951461519675544943,2022-07-12,5,['Como você responsável avalia o nosso sistema de ensino?']
20316614215782218600993961619097450820,217455562378113771937411477006449910657,2022-07-06,2,['Como você responsável avalia o nosso sistema de ensino?']
37371261942337392786275054839118959754,217455562378113771937411477006449910657,2022-06-03,5,['Como você responsável avalia o nosso sistema de ensino?']
297731570377724784199989367957028141278,217455562378113771937411477006449910657,2022-02-24,5,['Como você responsável avalia o nosso sistema de ensino?']
172404086339832002709739691266669779166,221439808991554269049103286809239848365,2022-07-07,5,['Como você responsável avalia o nosso sistema de ensino?']
199186859084719967143924356516330437933,221439808991554269049103286809239848365,2022-03-12,5,['Como você responsável avalia o nosso sistema de ensino?']
221306734618310311226359583929200487834,221439808991554269049103286809239848365,2022-04-12,5,['Como você responsável avalia o nosso sistema de ensino?']
207027898104943910923691285428683969800,148554203236766246868718426001147427172,2022-04-09,5,['Como você responsável avalia o nosso sistema de ensino?']
220344483137109185980392677854528293410,148554203236766246868718426001147427172,2022-03-07,5,['Como você responsável avalia o nosso sistema de ensino?']
8531591910754396820567450013436855644,58071357386429175381157670416572817037,2022-08-01,5,['Como você responsável avalia o nosso sistema de ensino?']
304231399568883887238695513361578271623,58071357386429175381157670416572817037,2022-06-30,5,['Como você responsável avalia o nosso sistema de ensino?']
253990676653133898425108288703707406502,275558162390178216986245787469379108149,2022-06-13,5,['Como você responsável avalia o nosso sistema de ensino?']
62723557866766607500477148959875482400,275558162390178216986245787469379108149,2022-06-13,5,['Como você responsável avalia o nosso sistema de ensino?']
308815583197913150113028782280833782463,31824313398345917542358282315934687612,2022-05-14,5,['Como você responsável avalia o nosso sistema de ensino?']
161446767345732689541435501325173457273,31824313398345917542358282315934687612,2022-07-12,5,['Como você responsável avalia o nosso sistema de ensino?']
64819639503095881387529398780737282448,31824313398345917542358282315934687612,2022-05-03,4,['Como você responsável avalia o nosso sistema de ensino?']
160169780382084180977388110826888627697,23584653847131374031501822603104569770,2022-02-19,5,['Como você responsável avalia o nosso sistema de ensino?']
118285857429501633510353000103090856607,23584653847131374031501822603104569770,2022-03-25,4,['Como você responsável avalia o nosso sistema de ensino?']
156236490100317012160297465274572933443,23584653847131374031501822603104569770,2022-06-10,5,['Como você responsável avalia o nosso sistema de ensino?']
145140579721377131001095818412889544452,137852170023367536575002426005401875084,2022-04-11,5,['Como você responsável avalia o nosso sistema de ensino?']
156954315451269569108295530629687832949,137852170023367536575002426005401875084,2022-07-10,4,['Como você responsável avalia o nosso sistema de ensino?']
198144807730251433403274006063191879086,137852170023367536575002426005401875084,2022-05-04,2,['Como você responsável avalia o nosso sistema de ensino?']
127765519759143482954190622443037088163,326348502291841129457372695187194975043,2022-03-01,5,['Como você responsável avalia o nosso sistema de ensino?']
13502104013570943615267074981922770196,326348502291841129457372695187194975043,2022-04-25,5,['Como você responsável avalia o nosso sistema de ensino?']
108234685444628748685185560687097901403,326348502291841129457372695187194975043,2022-03-21,2,['Como você responsável avalia o nosso sistema de ensino?']
248687659643602870638159407466616660202,94581325247090252379313000711679894498,2022-06-27,5,['Como você responsável avalia o nosso sistema de ensino?']
148626650728508187303656183514967967629,94581325247090252379313000711679894498,2022-05-21,5,['Como você responsável avalia o nosso sistema de ensino?']
208503366784316168752076067274557067777,204220576377355496560136421227654366806,2022-06-04,5,['Como você responsável avalia o nosso sistema de ensino?']
261638882322334648999904121005060247846,204220576377355496560136421227654366806,2022-02-08,5,['Como você responsável avalia o nosso sistema de ensino?']
178709447988727769673352840381990401000,255059570897588079878996467163925598355,2022-07-07,5,['Como você responsável avalia o nosso sistema de ensino?']
219454877597436574636426775347717884108,255059570897588079878996467163925598355,2022-02-25,5,['Como você responsável avalia o nosso sistema de ensino?']
258307012974995051805114541886549868248,255059570897588079878996467163925598355,2022-04-13,5,['Como você responsável avalia o nosso sistema de ensino?']
68550086544474274252477194640356565284,273288939531648390265023382809005023973,2022-07-13,5,['Como você responsável avalia o nosso sistema de ensino?']
318313353352817939731151378061766720135,273288939531648390265023382809005023973,2022-07-31,5,['Como você responsável avalia o nosso sistema de ensino?']
58030442233673655343266149533216587402,274061746861422490455548783136614745991,2022-04-18,5,['Como você responsável avalia o nosso sistema de ensino?']
207891279047305166477558764562744374300,274061746861422490455548783136614745991,2022-02-14,2,['Como você responsável avalia o nosso sistema de ensino?']
312463148336431853997031854128161877325,128874963403903939298166914068425897932,2022-07-19,5,['Como você responsável avalia o nosso sistema de ensino?']
109894360581166109284362160123037076573,128874963403903939298166914068425897932,2022-03-13,4,['Como você responsável avalia o nosso sistema de ensino?']
91779971189365111680717883570539208151,128874963403903939298166914068425897932,2022-05-27,4,['Como você responsável avalia o nosso sistema de ensino?']
21895444647564492660287379546355427512,167013440474928854526744398861187695848,2022-05-01,5,['Como você responsável avalia o nosso sistema de ensino?']
230579896075875636849322351842845677606,167013440474928854526744398861187695848,2022-07-11,5,['Como você responsável avalia o nosso sistema de ensino?']
220203541674077125742547933741343985892,183374854329073521900178595578882782773,2022-07-13,5,['Como você responsável avalia o nosso sistema de ensino?']
207459566151236639698385954638913035698,183374854329073521900178595578882782773,2022-05-30,5,['Como você responsável avalia o nosso sistema de ensino?']
312609278033723659921988636320383564705,183374854329073521900178595578882782773,2022-07-22,1,['Como você responsável avalia o nosso sistema de ensino?']
11377427249784531048448517216681486770,109931507765964339733223868868278547875,2022-08-08,5,['Como você responsável avalia o nosso sistema de ensino?']
73041112511234148351917916142397075950,109931507765964339733223868868278547875,2022-07-28,5,['Como você responsável avalia o nosso sistema de ensino?']
294821445885232953096716748713823907702,109931507765964339733223868868278547875,2022-06-14,5,['Como você responsável avalia o nosso sistema de ensino?']
323847247698508461883609677644418163731,198574439369193230113158122856054144246,2022-06-06,5,['Como você responsável avalia o nosso sistema de ensino?']
332218363603556462940958275966504982155,198574439369193230113158122856054144246,2022-03-29,5,['Como você responsável avalia o nosso sistema de ensino?']
317443991620806990664076992448375293464,198574439369193230113158122856054144246,2022-02-18,5,['Como você responsável avalia o nosso sistema de ensino?']
21569790859569391426739086655281227221,175543604290853264852988894251612566316,2022-05-03,4,['Como você responsável avalia o nosso sistema de ensino?']
97942806193215254070742087528408456543,175543604290853264852988894251612566316,2022-05-25,5,['Como você responsável avalia o nosso sistema de ensino?']
335934272278990895421749207905343249694,175543604290853264852988894251612566316,2022-04-19,4,['Como você responsável avalia o nosso sistema de ensino?']
22693594004566816121117344611050374670,28306457502590785846972065281725492768,2022-03-06,5,['Como você responsável avalia o nosso sistema de ensino?']
39440408141579660331331352502040138999,28306457502590785846972065281725492768,2022-03-17,5,['Como você responsável avalia o nosso sistema de ensino?']
291308538910444857925508447341845523211,28306457502590785846972065281725492768,2022-07-10,5,['Como você responsável avalia o nosso sistema de ensino?']
55790924151915914700695440727579593149,73109391725211000536761631037577997121,2022-02-28,5,['Como você responsável avalia o nosso sistema de ensino?']
188616147441340548857545145687658094504,73109391725211000536761631037577997121,2022-05-29,5,['Como você responsável avalia o nosso sistema de ensino?']
155080912168882198038620221981315250500,73109391725211000536761631037577997121,2022-03-30,2,['Como você responsável avalia o nosso sistema de ensino?']
237180539073823070974130594191823339970,173925829428781986996305718227367510475,2022-07-19,2,['Como você responsável avalia o nosso sistema de ensino?']
283885684979844120443041250024063236879,173925829428781986996305718227367510475,2022-08-03,4,['Como você responsável avalia o nosso sistema de ensino?']
53004815230419282753929957448372589961,12130937873523960865469320469066039119,2022-04-22,4,['Como você responsável avalia o nosso sistema de ensino?']
102325130506087879742110922886961019081,12130937873523960865469320469066039119,2022-07-25,5,['Como você responsável avalia o nosso sistema de ensino?']
242081455374869872051283647575525603738,276802450451614157545011767370174152949,2022-08-05,5,['Como você responsável avalia o nosso sistema de ensino?']
262951382449764049030993835463423755291,276802450451614157545011767370174152949,2022-06-14,2,['Como você responsável avalia o nosso sistema de ensino?']
61971285929751035355988499364683137086,276802450451614157545011767370174152949,2022-05-21,5,['Como você responsável avalia o nosso sistema de ensino?']
25252588398736463123596611986538416380,17781531428254291194291633222991737088,2022-08-04,5,['Como você responsável avalia o nosso sistema de ensino?']
294871565880689596586421637823619768692,17781531428254291194291633222991737088,2022-03-20,5,['Como você responsável avalia o nosso sistema de ensino?']
304800937356186425878170013412371695503,121381373336347026163309023467722819390,2022-07-02,4,['Como você responsável avalia o nosso sistema de ensino?']
256169415963536262519322552690869779922,121381373336347026163309023467722819390,2022-06-18,5,['Como você responsável avalia o nosso sistema de ensino?']
169688065494030332655924466873270115870,121381373336347026163309023467722819390,2022-04-06,5,['Como você responsável avalia o nosso sistema de ensino?']
246563955591619411425465897865724341629,235411569671731087990244112660617576410,2022-02-13,5,['Como você responsável avalia o nosso sistema de ensino?']
139549853987418366671916509174528354215,235411569671731087990244112660617576410,2022-02-25,5,['Como você responsável avalia o nosso sistema de ensino?']
292977702821544743489081456816741854138,235411569671731087990244112660617576410,2022-03-16,1,['Como você responsável avalia o nosso sistema de ensino?']
336743735001888156228474456758194571547,243873169474217195810446910352704082982,2022-05-02,5,['Como você responsável avalia o nosso sistema de ensino?']
83776167968517067166585382369524395934,243873169474217195810446910352704082982,2022-05-09,4,['Como você responsável avalia o nosso sistema de ensino?']
115421304745592989036200003400007771529,243873169474217195810446910352704082982,2022-06-26,5,['Como você responsável avalia o nosso sistema de ensino?']
249343673642382590587141957789314142156,98122458932649480823054851493403846046,2022-06-28,5,['Como você responsável avalia o nosso sistema de ensino?']
112058269277583089061902139797627959560,98122458932649480823054851493403846046,2022-07-11,5,['Como você responsável avalia o nosso sistema de ensino?']
196255506867754709395075133040906133157,266002291828823268614440282659119012829,2022-06-14,5,['Como você responsável avalia o nosso sistema de ensino?']
307176170795861670594777179802185323855,266002291828823268614440282659119012829,2022-05-11,5,['Como você responsável avalia o nosso sistema de ensino?']
299451921348258201650863273484478044884,5483272915455973408063038508257108045,2022-07-27,5,['Como você responsável avalia o nosso sistema de ensino?']
152448325982784437929148534775972366356,5483272915455973408063038508257108045,2022-05-16,5,['Como você responsável avalia o nosso sistema de ensino?']
50615014527200727295153964041246527716,81287092036061006692668117403840650780,2022-05-14,4,['Como você responsável avalia o nosso sistema de ensino?']
266932217410041768980005354485532390419,81287092036061006692668117403840650780,2022-06-12,5,['Como você responsável avalia o nosso sistema de ensino?']
157373584032036429317615207416806533806,169162539612260299272809823840693425223,2022-04-22,5,['Como você responsável avalia o nosso sistema de ensino?']
235609483263984832834735210097074400434,169162539612260299272809823840693425223,2022-06-18,4,['Como você responsável avalia o nosso sistema de ensino?']
199306585754519885522781031710579054987,76612492905813454253507837065012719219,2022-05-08,5,['Como você responsável avalia o nosso sistema de ensino?']
127119598836408240278842515335619897853,76612492905813454253507837065012719219,2022-06-01,5,['Como você responsável avalia o nosso sistema de ensino?']
333615320844279829049387200190450629054,76612492905813454253507837065012719219,2022-02-17,4,['Como você responsável avalia o nosso sistema de ensino?']
108042575575967100211246251289214625042,267710177196748798390137660676966812693,2022-08-05,1,['Como você responsável avalia o nosso sistema de ensino?']
63829149126397795919185046835972710477,267710177196748798390137660676966812693,2022-02-27,4,['Como você responsável avalia o nosso sistema de ensino?']
135558847037916927919355493245838737693,304034220357566741360423692710323380166,2022-04-04,5,['Como você responsável avalia o nosso sistema de ensino?']
218234103070087202720770890081625132476,304034220357566741360423692710323380166,2022-05-11,5,['Como você responsável avalia o nosso sistema de ensino?']
271393513802104415984262996315167936988,304034220357566741360423692710323380166,2022-05-06,5,['Como você responsável avalia o nosso sistema de ensino?']
114138363457314240782974402305531673193,86413258259895402101571081485306129847,2022-03-08,4,['Como você responsável avalia o nosso sistema de ensino?']
269149467136332218865989800808708112523,86413258259895402101571081485306129847,2022-04-22,5,['Como você responsável avalia o nosso sistema de ensino?']
206385687375784692964673186207520347837,86413258259895402101571081485306129847,2022-04-22,5,['Como você responsável avalia o nosso sistema de ensino?']
190646892284552559371350504388656744635,145379795307481450236012971758621448485,2022-06-18,5,['Como você responsável avalia o nosso sistema de ensino?']
145672475229174437841074667004891478234,145379795307481450236012971758621448485,2022-06-01,4,['Como você responsável avalia o nosso sistema de ensino?']
282061527154719411144613284070860752677,145379795307481450236012971758621448485,2022-03-15,5,['Como você responsável avalia o nosso sistema de ensino?']
131169560267685384395741042256322988847,273023818270186400393510488735467002027,2022-03-30,5,['Como você responsável avalia o nosso sistema de ensino?']
107750660758533559574189985405794827809,273023818270186400393510488735467002027,2022-02-09,5,['Como você responsável avalia o nosso sistema de ensino?']
259294871478037026101183680919746922061,260413194012598008748308396799910292153,2022-03-01,5,['Como você responsável avalia o nosso sistema de ensino?']
94735892647675695093807712582351722934,260413194012598008748308396799910292153,2022-06-23,5,['Como você responsável avalia o nosso sistema de ensino?']
23590143568361688867934443803364675896,154411875939168249018087179220300904519,2022-08-03,5,['Como você responsável avalia o nosso sistema de ensino?']
184861848891877276109306972974152375221,154411875939168249018087179220300904519,2022-06-03,5,['Como você responsável avalia o nosso sistema de ensino?']
146965817500253651484750892525838623327,154411875939168249018087179220300904519,2022-08-08,3,['Como você responsável avalia o nosso sistema de ensino?']
222084069528797990428944416618950221297,159528301082269200275190069017658684176,2022-04-12,1,['Como você responsável avalia o nosso sistema de ensino?']
97678145743670484410756860898187653711,159528301082269200275190069017658684176,2022-04-18,5,['Como você responsável avalia o nosso sistema de ensino?']
228813309499288886657196240060962309116,205190880232196556953634240054222953022,2022-04-22,5,['Como você responsável avalia o nosso sistema de ensino?']
244763189638900116667036621273874720063,205190880232196556953634240054222953022,2022-04-28,5,['Como você responsável avalia o nosso sistema de ensino?']
14557684465042186187330916086050100027,334257449237453436950102979529440087621,2022-03-04,5,['Como você responsável avalia o nosso sistema de ensino?']
